age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
51,2,337195,1,10,2,11,0,4,1,0,1902,50,38,1
58,5,194068,3,14,2,9,0,4,1,0,1977,50,38,1
22,2,250647,1,10,4,0,3,4,1,0,0,12,38,0
33,2,477106,0,9,2,13,0,2,1,0,0,40,38,0
27,2,104329,5,7,2,11,0,4,1,0,0,40,38,0
35,2,224566,1,10,4,3,1,4,1,0,0,60,38,0
32,2,169841,1,10,0,11,1,4,0,0,0,55,38,0
41,2,42563,2,13,2,12,5,4,0,0,0,25,38,1
37,2,31368,1,10,2,2,0,4,1,0,0,40,38,0
17,2,132755,5,7,4,11,3,4,1,0,0,15,38,0
50,2,279129,2,13,0,3,1,4,1,0,0,55,38,1
54,5,44172,0,9,5,3,4,4,0,0,0,38,38,0
23,5,93076,0,9,4,7,3,2,1,0,0,40,38,0
40,2,146653,2,13,0,0,4,4,0,0,0,20,38,0
29,2,221366,2,13,2,9,0,4,1,5013,0,40,10,0
30,2,172304,4,11,2,3,0,4,1,0,0,55,38,0
20,2,116666,1,10,4,11,3,1,1,0,0,8,18,0
43,4,64112,1,10,2,4,0,4,1,0,0,50,38,0
25,2,55718,1,10,4,12,3,4,1,0,0,25,38,0
39,2,126675,3,14,2,11,0,4,1,0,0,50,38,1
48,2,102112,6,12,2,9,0,4,1,0,0,50,38,1
41,4,226505,0,9,0,7,4,4,0,0,0,40,38,0
24,2,211527,2,13,4,0,1,4,1,0,0,30,38,0
20,2,175069,1,10,4,0,3,4,1,0,0,40,40,0
25,2,25249,1,10,4,0,1,4,0,0,0,40,38,0
57,2,73411,1,10,2,2,0,4,1,0,0,40,38,1
39,2,207185,1,10,2,3,5,4,0,0,0,35,32,1
66,2,127139,2,13,2,9,0,4,1,0,0,40,38,1
34,2,41809,1,10,0,0,4,4,0,0,0,40,38,0
36,2,297449,2,13,0,9,1,4,1,14084,0,40,38,1
46,2,141483,0,9,2,11,5,4,0,0,0,40,38,0
42,1,117227,3,14,0,9,4,4,0,0,0,45,38,0
46,2,377401,0,9,2,13,0,4,1,0,1902,70,1,1
34,1,167063,0,9,4,10,3,4,1,0,0,40,38,0
43,2,253759,1,10,2,12,5,2,0,0,0,40,38,0
42,2,183096,1,10,0,3,3,4,0,0,0,40,38,0
31,2,269654,2,13,4,11,1,4,1,0,0,48,38,0
32,2,34104,1,10,2,3,0,4,1,0,0,40,38,0
46,0,80057,0,9,2,0,0,4,1,0,0,40,10,1
42,3,369781,8,4,0,2,4,4,1,0,0,25,38,0
21,2,223811,4,11,4,3,3,4,1,0,0,40,38,0
24,2,163053,2,13,4,11,1,4,0,0,0,40,38,0
23,2,189461,0,9,4,11,2,4,1,0,0,55,38,0
50,1,145166,3,14,2,9,0,4,1,7298,0,40,38,1
37,2,86310,1,10,0,0,4,4,0,0,0,45,38,0
44,0,280362,6,12,2,2,0,4,1,0,0,40,38,1
29,2,301031,0,9,2,13,0,2,1,0,0,40,38,0
30,2,74966,4,11,2,0,5,4,0,0,0,24,38,0
36,2,254493,1,10,2,11,0,4,1,0,0,44,38,0
49,4,204241,2,13,4,11,1,4,1,0,0,45,38,0
29,2,225024,0,9,0,2,1,4,1,0,0,40,38,0
45,1,148222,0,9,4,0,1,2,0,0,0,40,38,0
75,5,113868,12,16,2,9,0,2,1,0,0,20,38,1
37,2,44780,6,12,0,3,1,4,0,0,0,40,38,0
51,2,86373,2,13,2,6,0,4,1,0,0,25,38,0
61,1,176753,0,9,2,4,0,4,1,0,0,48,38,0
50,1,370733,0,9,2,0,0,2,1,0,0,40,38,0
59,2,216851,0,9,4,6,1,4,1,0,0,40,38,0
25,2,137951,0,9,4,0,4,4,0,0,0,30,38,0
22,2,185279,0,9,4,5,3,4,1,0,0,16,38,0
56,2,159724,1,10,2,13,0,4,1,0,0,40,38,1
44,2,103233,2,13,4,0,4,2,0,0,0,40,38,0
35,2,63509,4,11,2,2,0,4,1,0,0,50,38,0
57,2,174353,0,9,4,3,1,4,1,0,0,40,38,0
47,4,168109,0,9,2,4,0,4,1,15024,0,50,38,1
27,2,159724,2,13,4,3,1,4,0,0,0,40,38,0
50,4,105010,0,9,2,4,0,4,1,0,2051,20,38,0
46,2,364913,5,7,2,13,0,2,1,0,0,40,38,0
48,3,155664,9,15,2,9,0,4,1,0,0,60,38,1
61,2,230568,2,13,0,0,1,4,1,0,0,40,38,1
33,2,86492,0,9,4,13,1,4,1,0,0,87,38,0
40,2,71305,0,9,2,7,0,2,1,0,0,40,38,0
58,3,189933,1,10,2,3,0,4,1,0,0,65,38,1
46,3,191978,3,14,2,3,0,4,1,0,2392,50,38,1
35,2,38948,1,10,2,9,0,4,1,0,0,40,38,1
51,3,139127,1,10,0,3,4,4,0,0,0,50,38,0
37,2,301568,11,8,4,7,3,4,0,0,0,40,38,0
64,2,149044,3,14,2,9,0,1,1,0,2057,60,2,0
41,2,197344,0,9,4,2,1,4,1,0,0,54,38,0
18,2,32244,5,7,4,5,3,4,1,594,0,30,38,0
44,4,315406,5,7,2,4,0,4,1,0,0,88,38,0
41,5,47170,2,13,2,9,5,0,0,0,0,48,38,1
33,5,208785,1,10,5,9,1,4,1,10520,0,40,38,1
37,2,196338,10,5,5,8,4,4,0,0,0,16,25,0
34,2,269243,1,10,4,0,3,4,0,0,0,40,38,0
20,2,117767,1,10,4,5,3,4,1,0,0,40,38,0
38,2,176101,2,13,2,3,0,4,1,0,0,40,38,0
28,2,138283,4,11,4,7,1,4,0,0,0,40,38,0
20,4,132320,0,9,4,13,3,4,1,0,0,45,38,0
22,0,471452,2,13,4,12,3,4,1,0,0,8,38,0
55,2,147653,2,13,0,0,4,4,0,0,0,73,38,0
20,2,49179,1,10,4,9,1,4,1,0,0,35,38,0
26,2,174921,2,13,4,9,1,4,0,0,0,40,38,0
20,3,95997,0,9,4,4,3,4,1,0,0,70,38,0
40,2,247245,10,5,0,7,1,4,0,0,0,40,38,0
33,2,67072,0,9,2,11,0,4,1,0,0,50,38,1
24,2,107882,0,9,4,11,1,4,0,0,0,40,38,0
25,2,241825,1,10,4,3,3,4,1,0,0,46,38,0
18,2,79443,5,7,4,7,3,4,1,0,0,8,38,0
49,4,233059,0,9,2,2,0,4,1,0,0,60,38,0
17,2,226980,11,8,4,5,3,4,1,0,0,17,38,0
34,4,181087,4,11,2,2,0,4,1,0,0,45,38,0
37,2,305597,2,13,2,9,0,4,1,0,0,45,38,1
49,0,311671,1,10,2,3,0,4,1,0,0,40,38,1
74,2,129879,0,9,6,0,1,4,0,15831,0,40,38,1
37,2,83375,0,9,0,4,1,4,1,0,0,40,38,0
20,2,115824,5,7,2,5,0,4,1,0,1573,40,38,0
40,2,141657,0,9,2,3,5,4,0,0,0,35,38,1
34,2,50276,2,13,4,11,1,4,1,27828,0,40,38,1
30,2,177216,9,15,2,9,0,2,1,0,1740,40,13,0
44,2,228057,0,9,5,0,1,4,0,0,0,40,32,0
40,2,222848,7,6,2,7,5,2,0,0,0,32,38,0
58,2,121111,0,9,2,11,5,4,0,0,0,40,11,0
44,2,298885,0,9,2,2,0,4,1,0,0,40,38,0
42,2,149909,1,10,2,11,0,4,1,0,0,25,38,1
39,2,387430,0,9,4,7,1,4,1,0,0,18,38,0
19,2,121972,0,9,4,7,3,2,1,0,0,40,38,0
41,2,280167,3,14,2,3,0,4,1,15024,0,70,38,1
29,5,191355,3,14,4,9,1,4,1,0,0,40,38,0
34,0,112115,1,10,4,2,2,4,1,0,0,40,38,0
27,2,211032,15,1,2,4,2,4,1,41310,0,24,25,0
54,2,199307,1,10,0,2,4,4,0,0,0,48,38,0
40,2,205175,0,9,6,6,4,2,0,0,0,37,38,0
19,2,257750,1,10,4,11,2,4,0,0,0,25,38,0
17,2,191260,5,7,4,7,3,4,1,594,0,10,38,0
33,2,342730,1,10,2,11,0,4,1,0,0,52,38,0
80,2,249983,8,4,6,7,1,4,0,0,0,24,38,0
24,4,161508,0,9,4,2,3,4,1,0,0,50,38,0
28,2,338376,2,13,4,9,3,4,1,0,0,40,38,0
55,2,334308,0,9,2,3,5,4,0,0,0,30,38,1
21,2,133471,1,10,4,3,3,4,1,0,0,40,38,0
51,2,129177,0,9,0,0,1,4,0,0,0,38,38,0
19,2,178811,0,9,4,6,3,2,0,0,0,40,38,0
42,2,178537,0,9,4,7,1,4,0,0,0,24,38,0
60,4,235535,0,9,2,3,0,4,1,0,0,48,38,0
51,2,145114,0,9,0,0,1,4,0,0,0,40,38,0
21,2,194096,1,10,4,7,3,4,0,0,0,40,38,0
37,5,191779,1,10,2,2,0,4,1,0,0,40,38,0
26,2,159732,0,9,4,6,1,4,1,0,0,52,38,0
42,0,170230,3,14,4,3,1,4,0,14084,0,60,38,1
40,2,104719,1,10,2,5,0,4,1,0,0,40,38,0
55,2,163083,3,14,2,9,0,4,1,0,0,40,38,1
33,2,403552,0,9,4,7,1,2,1,0,0,32,38,0
62,2,218009,0,9,2,13,0,4,1,0,1977,60,38,1
47,2,179313,7,6,0,11,4,4,0,0,0,30,38,0
26,2,51961,11,8,4,11,2,2,1,0,0,51,38,0
59,2,426001,0,9,3,0,4,4,0,0,0,20,32,0
70,1,176493,1,10,6,0,1,4,0,0,0,17,38,0
26,2,124068,1,10,4,0,1,4,0,0,0,20,38,0
47,2,108510,7,6,2,11,0,4,1,0,0,65,38,0
25,2,181528,3,14,4,3,1,4,0,0,0,43,38,0
52,3,173754,9,15,2,9,0,4,1,15024,0,60,38,1
46,2,169699,0,9,2,2,0,4,1,0,0,40,38,0
67,2,126849,7,6,2,13,0,0,1,0,0,20,38,0
34,2,204470,3,14,2,3,0,4,1,0,0,50,38,1
53,5,116367,1,10,0,0,2,4,0,4650,0,40,38,0
22,2,117363,2,13,4,0,1,4,0,0,0,35,38,0
39,1,106297,0,9,0,0,3,4,1,0,0,42,38,0
54,4,108933,0,9,2,2,0,4,1,0,0,35,38,0
24,2,190143,2,13,2,11,0,4,1,0,0,40,38,0
37,2,246677,0,9,5,9,4,4,0,0,0,38,38,0
38,2,175360,7,6,4,9,1,4,1,0,2559,90,38,1
41,1,210259,3,14,4,9,1,2,0,0,0,40,38,0
36,2,166304,0,9,2,13,0,4,1,0,0,33,38,0
43,2,303051,4,11,2,3,0,4,1,15024,0,40,38,1
39,2,49308,2,13,0,9,1,4,1,0,0,40,38,0
26,2,192262,2,13,4,11,3,4,1,0,0,45,38,0
49,1,192349,3,14,4,9,1,4,0,4650,0,40,38,0
37,4,48063,2,13,2,9,0,4,1,0,0,55,38,1
43,2,170214,1,10,2,3,0,4,1,0,0,50,38,1
54,0,51048,0,9,2,9,0,4,1,0,0,40,38,1
53,3,246562,13,3,2,11,0,4,1,0,0,40,25,1
57,1,215175,3,14,2,9,0,4,1,0,0,60,38,0
28,2,114967,2,13,2,9,0,4,1,0,0,40,38,1
29,2,464536,2,13,2,7,0,4,1,0,0,40,38,0
21,2,451996,0,9,4,11,3,4,1,0,0,40,38,0
51,2,138852,0,9,2,2,0,4,1,0,0,40,38,0
46,5,353012,0,9,2,13,0,4,1,0,0,40,38,0
50,3,321822,9,15,2,9,0,4,1,0,0,75,38,1
50,4,324506,0,9,6,3,4,1,0,0,0,48,34,0
36,2,162256,0,9,0,3,4,4,0,0,0,40,38,0
31,1,356689,2,13,2,9,0,4,1,0,0,40,38,0
20,2,260199,0,9,4,0,3,4,0,0,0,10,38,0
36,2,103605,0,9,2,5,0,4,1,0,0,40,38,0
38,2,316211,0,9,0,2,3,4,1,0,0,40,38,0
37,2,308691,2,13,2,2,0,4,1,0,0,45,38,1
39,2,194404,3,14,2,9,0,4,1,7688,0,40,38,1
18,2,334427,7,6,4,4,3,4,1,0,0,36,38,0
33,2,213226,0,9,0,11,1,4,1,0,0,50,38,0
35,2,342824,0,9,4,12,1,4,0,1151,0,40,38,0
23,2,33105,1,10,4,5,3,0,1,0,0,40,38,0
37,2,147638,2,13,5,7,4,1,0,0,0,36,29,0
25,2,315643,0,9,2,7,0,4,1,0,0,30,38,0
51,0,106257,6,12,2,12,0,2,1,0,0,40,38,0
35,2,342768,0,9,2,2,0,4,1,0,0,40,38,0
54,2,108960,5,7,2,6,0,4,1,0,0,40,38,0
32,2,136935,0,9,4,7,4,2,0,0,0,13,38,0
37,4,188774,2,13,4,10,1,4,1,0,0,55,38,1
29,2,280344,2,13,2,11,0,4,1,0,0,40,38,1
45,2,202496,2,13,2,5,0,4,1,0,0,37,38,0
61,3,134768,1,10,2,11,0,4,1,0,0,40,38,0
40,2,175686,1,10,0,0,4,4,0,0,0,40,38,0
24,2,194748,0,9,4,13,1,4,0,0,0,49,38,0
49,2,61307,8,4,2,6,0,3,1,0,0,38,38,0
51,4,165001,3,14,0,3,4,4,1,25236,0,50,38,1
34,2,325658,0,9,2,13,0,4,1,0,0,40,38,0
20,2,505980,1,10,4,11,3,4,1,0,0,40,38,0
30,2,185336,1,10,0,0,4,2,0,0,0,37,38,0
49,3,362795,3,14,0,9,4,4,1,99999,0,80,25,1
26,2,126829,1,10,4,11,1,4,1,0,0,40,38,0
63,2,264600,7,6,2,0,0,4,1,0,0,45,38,0
36,2,82743,6,12,4,13,1,4,1,0,0,55,19,0
63,4,125178,2,13,2,9,0,4,1,0,0,40,38,1
22,2,128487,0,9,4,0,1,4,0,0,0,10,38,0
40,2,321758,0,9,2,11,0,4,1,0,0,40,38,1
31,2,128220,8,4,6,0,1,4,0,0,0,35,38,0
49,2,176814,1,10,2,2,0,4,1,0,0,50,1,0
23,5,156423,2,13,4,9,3,4,0,0,0,20,38,0
25,2,169905,4,11,4,11,1,4,1,27828,0,40,38,1
28,2,176972,2,13,2,2,0,4,1,0,0,45,38,1
44,4,171424,1,10,0,6,1,4,1,0,2205,35,38,0
33,2,91811,0,9,5,13,1,4,1,0,0,40,38,0
21,2,203924,1,10,4,0,1,4,1,2597,0,45,38,0
55,2,177484,5,7,2,7,0,2,1,0,1672,40,38,0
75,4,242108,0,9,0,11,1,4,1,2346,0,15,38,0
61,2,132972,10,5,4,6,4,2,0,0,0,40,38,0
53,2,157947,0,9,0,0,1,4,0,0,0,40,38,0
26,1,177482,6,12,2,10,0,4,1,0,0,45,38,1
48,2,246891,1,10,6,11,4,4,1,0,0,50,38,1
28,5,158834,3,14,2,3,0,4,1,0,0,50,38,1
29,2,110442,0,9,2,5,0,4,1,0,0,45,38,0
25,2,240676,1,10,0,12,3,4,0,0,0,40,38,0
37,2,192939,0,9,2,13,0,4,1,0,0,40,38,0
43,1,260696,2,13,0,9,4,4,0,0,0,55,38,0
40,1,55363,0,9,2,13,0,4,1,0,0,40,38,0
34,2,144949,7,6,2,2,0,4,1,0,0,45,38,1
55,2,116878,12,16,2,9,0,4,1,15024,0,30,38,1
31,1,357954,6,12,4,12,1,4,1,0,0,20,38,0
32,4,190290,0,9,2,4,0,4,1,0,0,40,21,0
26,5,203279,9,15,4,9,1,1,1,2463,0,50,18,0
26,2,167761,2,13,2,9,0,4,1,0,0,50,38,1
44,2,138845,1,10,2,13,0,4,1,0,0,40,38,0
49,2,144844,0,9,2,13,0,4,1,0,0,52,38,1
26,2,55743,0,9,4,0,4,2,0,0,0,30,38,0
40,4,117721,0,9,2,4,0,4,1,0,0,60,38,0
19,4,116385,5,7,4,0,1,4,0,0,0,40,38,0
58,2,301867,0,9,2,4,0,4,1,0,0,40,38,0
61,2,238913,4,11,2,12,0,4,1,0,0,40,38,1
28,4,123983,1,10,2,11,3,1,1,0,0,63,34,0
26,2,165510,2,13,4,4,3,4,1,0,0,40,38,0
64,2,183513,0,9,4,0,1,4,0,0,0,25,38,0
42,3,119281,2,13,2,3,0,4,1,0,0,60,38,1
41,2,152629,1,10,2,12,0,4,1,0,0,40,38,1
45,2,110171,0,9,4,5,1,4,1,0,0,40,38,0
39,2,211440,2,13,2,11,0,4,1,0,0,50,38,1
41,1,359259,0,9,2,7,0,4,1,0,0,40,38,0
51,2,125796,5,7,5,7,1,2,0,0,0,40,22,0
34,2,39609,4,11,0,0,4,4,0,0,0,40,38,0
33,2,111567,3,14,2,3,0,4,1,0,1902,45,10,1
23,2,44064,1,10,5,7,1,4,1,0,2559,40,38,1
35,4,120066,1,10,2,2,0,0,1,0,0,60,38,0
41,2,132633,5,7,0,8,4,4,0,0,0,25,12,0
39,2,192702,3,14,4,2,1,4,0,0,0,50,38,0
41,2,166813,1,10,2,11,0,4,1,0,0,55,38,0
33,3,40444,1,10,2,3,0,4,1,0,0,40,38,0
22,2,290504,0,9,4,7,2,4,1,0,0,40,38,0
25,2,178505,1,10,4,3,2,4,0,0,1504,45,38,0
25,2,175370,1,10,0,6,3,4,0,0,0,40,38,0
77,4,72931,8,4,3,0,1,4,1,0,0,20,21,1
66,2,284021,0,9,6,11,1,4,0,0,0,40,38,0
19,2,277974,1,10,4,11,3,4,1,0,0,35,38,0
44,2,111275,0,9,4,7,4,2,0,0,0,38,38,0
45,3,191776,3,14,0,11,4,4,0,25236,0,42,38,1
28,2,125527,1,10,4,11,1,4,1,0,0,50,38,0
19,2,38294,0,9,4,5,2,4,1,2597,0,40,38,0
43,2,313022,0,9,2,6,0,2,1,4386,0,40,38,1
39,2,179668,2,13,2,12,0,4,1,15024,0,40,38,1
33,2,198660,2,13,2,11,0,4,1,0,0,50,38,0
44,2,216116,0,9,3,7,1,2,0,0,0,40,22,0
62,2,200922,8,4,6,6,1,4,0,0,0,40,38,0
40,2,153372,1,10,2,11,0,4,1,0,0,50,38,1
41,2,406603,0,9,4,7,1,4,1,0,0,6,19,0
23,1,248344,1,10,4,7,1,2,1,0,0,30,38,0
48,2,240629,0,9,2,2,0,4,1,0,0,40,21,1
38,2,314310,3,14,2,9,0,4,1,0,0,45,38,0
37,2,259785,3,14,2,3,0,4,1,0,0,50,38,1
45,2,127111,3,14,2,9,0,4,1,0,0,55,38,1
29,2,178272,0,9,2,10,0,4,1,0,0,40,38,0
66,1,75134,0,9,6,0,4,4,0,0,0,25,38,0
19,2,195985,0,9,4,7,1,4,0,0,0,50,38,0
23,2,221955,10,5,4,5,2,4,1,0,0,39,25,0
34,2,177675,2,13,2,12,0,4,1,0,0,40,38,1
39,2,182828,3,14,4,3,1,4,0,0,0,45,38,0
33,4,270889,0,9,4,13,1,4,1,0,0,60,38,0
43,2,183096,1,10,5,11,4,4,0,0,0,10,38,0
27,2,336951,0,9,2,13,0,4,1,0,0,99,38,0
33,5,295589,1,10,5,0,3,2,1,0,0,35,38,0
26,2,289980,13,3,2,4,0,4,1,0,0,30,25,0
56,3,70720,3,14,0,3,1,4,1,27828,0,60,38,1
46,2,163352,0,9,2,11,0,4,1,0,0,36,38,0
38,2,190776,6,12,0,2,4,4,0,0,0,40,38,0
90,2,313986,5,7,2,2,0,4,1,0,0,40,38,0
72,3,473748,1,10,2,3,0,4,1,0,0,25,38,1
20,2,163003,0,9,4,0,4,1,0,0,0,15,38,0
29,2,183061,0,9,2,2,0,0,1,0,0,48,38,0
49,2,123584,5,7,2,13,0,4,1,0,0,75,38,0
23,2,120910,0,9,4,7,4,4,0,0,0,35,38,0
20,2,227554,1,10,3,11,3,2,0,0,0,18,38,0
57,2,182677,2,13,2,3,0,1,1,4508,0,40,34,0
46,2,214955,6,12,0,9,4,4,0,0,0,40,38,0
33,2,209768,2,13,2,9,0,4,1,0,0,40,38,1
24,2,258120,2,13,4,11,1,4,1,0,0,55,22,0
49,2,110015,4,11,2,2,0,4,1,0,0,45,11,0
54,2,152652,0,9,2,13,0,4,1,0,0,65,38,0
46,0,43206,12,16,4,9,1,4,0,0,1564,50,38,1
31,4,114639,4,11,2,2,0,4,1,0,0,50,38,0
43,3,221172,9,15,2,9,0,4,1,0,1977,40,38,1
19,2,131615,0,9,4,6,3,4,1,0,0,40,38,0
46,2,353824,6,12,4,0,1,4,1,0,0,40,38,0
43,2,178417,2,13,0,9,1,4,1,0,0,40,38,0
58,2,178644,0,9,6,2,4,4,1,0,0,40,38,0
43,4,271665,0,9,2,11,0,4,1,0,0,45,38,0
21,0,169003,11,8,4,0,3,2,1,0,0,25,38,0
52,5,338816,3,14,4,0,1,4,1,0,0,70,38,1
34,2,506858,4,11,2,2,0,4,1,0,0,32,38,1
28,2,265628,4,11,4,5,3,4,0,0,0,40,38,0
34,2,173495,0,9,0,13,1,4,1,0,0,40,38,0
29,2,177413,0,9,2,6,0,4,1,0,0,40,38,1
39,2,31670,0,9,2,4,0,4,1,0,0,65,38,0
49,2,154451,5,7,0,6,4,2,0,0,0,35,38,0
35,2,265535,1,10,2,2,0,2,1,0,0,50,22,1
31,2,118941,1,10,0,7,3,4,0,0,0,20,38,0
18,2,214617,1,10,4,5,3,4,1,0,0,30,38,0
47,1,265097,0,9,2,7,0,4,1,4386,0,40,38,1
46,2,276087,0,9,2,11,0,4,1,5013,0,50,38,0
43,2,124692,2,13,2,11,0,4,1,0,0,40,38,1
51,0,306784,0,9,2,2,0,4,1,4386,0,40,38,1
21,2,434102,1,10,4,0,1,4,0,0,0,40,38,0
31,5,181824,2,13,2,9,5,4,0,0,1902,35,38,1
39,1,177907,0,9,2,10,0,4,1,0,1887,40,38,1
58,2,87329,5,7,2,0,0,4,1,0,0,48,38,0
36,2,263130,3,14,4,9,1,4,0,0,0,40,38,0
38,2,262882,0,9,2,6,5,4,0,0,0,40,38,0
31,2,37546,2,13,2,3,5,4,0,0,1902,35,38,1
19,2,27433,5,7,4,5,1,4,1,0,0,40,38,0
38,2,393945,4,11,0,12,1,4,0,0,0,36,38,0
26,2,173927,4,11,4,9,3,3,0,0,0,60,22,0
38,2,343403,6,12,0,0,1,4,0,0,0,16,38,0
36,2,111128,1,10,2,2,0,4,1,0,0,45,38,0
40,2,193882,0,9,2,3,0,4,1,0,0,45,38,1
41,2,128354,2,13,2,12,5,4,0,0,0,25,38,1
33,2,113364,0,9,4,11,1,4,1,0,0,45,38,0
51,2,136913,0,9,2,6,0,4,1,0,0,40,38,0
34,2,115488,0,9,2,11,0,4,1,0,0,40,38,0
33,2,154227,4,11,0,11,1,4,1,0,0,40,38,0
25,2,279667,7,6,2,2,0,4,1,0,0,45,38,0
30,4,281030,0,9,4,11,4,4,1,0,0,66,38,0
19,2,283945,1,10,4,0,3,4,1,0,0,25,38,0
47,2,454989,0,9,2,3,5,4,0,0,0,40,38,1
26,2,391349,2,13,4,0,1,4,0,0,0,40,38,0
21,5,166704,1,10,4,7,3,4,0,0,0,14,38,0
36,2,151835,0,9,2,7,0,4,1,0,0,60,38,1
60,2,199085,7,6,2,6,0,4,1,0,0,40,38,0
28,2,61487,0,9,4,9,4,2,1,0,0,40,38,0
19,2,120251,0,9,4,0,3,4,0,0,0,14,38,0
42,2,273230,2,13,2,9,0,4,1,0,0,90,38,0
36,2,358373,0,9,5,6,1,2,0,0,0,36,38,0
35,2,267891,0,9,2,7,5,4,0,0,0,38,38,0
22,2,234880,1,10,4,0,3,4,0,0,0,25,38,0
54,2,48358,0,9,2,2,0,4,1,0,0,40,38,1
36,2,96452,2,13,2,9,0,4,1,0,0,45,38,0
55,2,204751,0,9,2,13,0,4,1,0,0,65,38,0
57,2,375868,3,14,2,0,0,4,1,0,0,40,38,0
56,2,413373,8,4,2,13,0,4,1,0,0,36,38,0
24,2,537222,0,9,2,3,0,4,1,0,0,50,38,0
35,1,33975,2,13,2,9,0,4,1,0,0,40,38,1
51,3,162327,5,7,0,11,1,4,1,0,0,40,38,0
34,2,182691,0,9,0,3,3,4,1,0,0,44,38,0
36,2,300829,6,12,0,0,4,4,0,0,0,42,38,0
51,1,114508,10,5,5,7,2,4,0,0,0,40,38,0
46,3,214627,12,16,2,9,0,4,1,0,0,60,38,1
42,2,129684,0,9,0,3,1,2,0,5455,0,50,38,0
25,5,120041,2,13,4,9,1,4,0,0,0,40,38,0
22,2,361138,0,9,4,5,2,4,1,0,0,50,38,0
37,2,76893,0,9,2,2,0,4,1,0,0,40,38,0
48,2,205424,2,13,0,11,4,4,1,0,0,40,38,1
61,2,176839,2,13,2,9,0,4,1,15024,0,50,38,1
40,2,229148,11,8,2,13,0,2,1,0,0,40,22,0
58,3,154537,0,9,2,3,5,4,0,0,0,20,38,1
52,2,181901,0,9,3,4,2,4,1,0,0,20,25,0
18,2,152004,5,7,4,7,3,2,1,0,0,20,38,0
27,2,205188,7,6,2,6,0,4,1,0,0,40,38,0
48,4,30840,1,10,2,9,0,4,1,5013,0,45,38,0
63,2,66634,10,5,2,2,0,4,1,0,0,16,38,0
38,4,180220,0,9,2,2,0,4,1,0,0,60,38,0
31,2,291052,1,10,2,0,0,4,1,0,2051,40,38,0
40,4,99651,1,10,2,9,0,4,1,0,0,60,38,0
41,2,327723,0,9,0,3,1,4,1,0,0,40,38,0
28,2,32291,2,13,4,9,1,4,0,2174,0,40,38,0
31,2,345122,9,15,0,9,1,4,1,14084,0,50,38,1
32,2,127384,4,11,2,2,0,4,1,0,0,55,38,1
30,2,363296,0,9,4,5,4,2,1,0,0,72,38,0
39,1,86551,0,9,0,2,1,4,1,0,1876,40,38,0
28,2,30070,2,13,2,11,0,4,1,0,0,50,38,0
31,2,595000,0,9,4,5,2,2,0,0,0,35,38,0
44,5,111483,3,14,2,9,0,4,1,0,0,40,38,1
22,2,199555,1,10,4,4,3,4,1,0,0,25,38,0
36,2,218490,6,12,2,2,0,4,1,0,0,35,38,0
39,2,49020,3,14,4,3,1,4,1,0,1974,40,38,0
61,2,213321,1,10,2,3,0,4,1,0,1672,40,38,0
31,2,159187,0,9,0,13,3,4,1,0,0,40,38,0
21,2,83033,1,10,4,7,1,4,0,0,0,25,10,0
39,4,31848,1,10,2,4,0,4,1,2829,0,90,38,0
34,4,24961,0,9,2,4,0,4,1,0,0,80,38,0
21,2,182117,1,10,4,7,3,4,1,0,0,15,38,0
75,4,146576,2,13,6,9,4,4,1,0,0,48,38,1
21,2,176690,1,10,4,7,3,4,1,0,0,24,38,0
81,2,122651,1,10,2,11,0,4,1,0,0,15,38,0
54,3,149650,0,9,0,7,1,4,1,0,0,40,1,0
34,2,454508,2,13,2,9,0,4,1,0,0,65,19,0
54,4,269068,9,15,2,9,0,1,1,99999,0,50,29,1
41,2,266530,0,9,2,7,0,0,1,0,0,45,38,0
63,2,133144,0,9,2,7,0,4,1,2580,0,20,38,0
24,2,217961,1,10,4,6,1,4,1,0,0,40,38,0
20,2,221661,0,9,2,0,5,4,0,0,0,40,25,0
44,1,60735,2,13,0,9,3,4,0,0,0,60,38,0
47,4,121124,2,13,2,11,0,4,1,0,0,40,38,1
31,2,48588,1,10,2,2,0,4,1,0,0,40,38,0
41,2,48087,8,4,0,2,1,4,1,0,1590,40,38,0
53,4,240138,0,9,2,2,0,4,1,0,0,60,38,0
63,2,273010,0,9,2,0,5,4,0,3471,0,40,38,0
44,2,104196,3,14,2,9,0,4,1,0,0,45,38,1
37,2,230035,0,9,2,2,0,4,1,0,0,46,38,1
28,2,38918,1,10,2,2,0,4,1,0,0,50,10,1
57,2,176079,0,9,0,0,1,4,0,0,0,40,38,0
22,2,180052,1,10,4,4,3,4,1,0,0,10,38,0
33,1,173005,2,13,2,0,0,4,1,0,1848,45,38,1
30,2,378723,1,10,0,0,3,4,0,0,0,55,38,0
20,2,233624,0,9,4,2,3,4,1,0,0,40,38,0
28,2,192591,2,13,4,0,1,4,0,0,0,45,38,0
54,2,249860,5,7,0,8,4,2,0,0,0,10,38,0
20,2,247564,0,9,4,5,3,4,1,0,0,35,38,0
34,2,238912,0,9,2,3,0,4,1,0,0,40,38,0
21,2,190227,1,10,4,0,3,4,1,0,0,40,38,0
29,5,293287,1,10,4,7,4,4,0,0,0,40,38,0
51,2,180807,1,10,0,3,4,4,0,0,0,40,38,0
39,2,250217,0,9,0,6,1,2,0,0,0,70,38,0
